lectin_id,lectin_name,lectin_origin,lectin_species,lectin_uniprot,lectin_pdb,glycan_id,glycan_iupac,glycan_glytoucan_id,glycan_monosac_composition,binding_value,binding_unit,binding_source,binding_confidence,binding_source_metadata_json
2560,Major capsid protein VP1 (Major structural protein VP1),Virus lectins,BK polyomavirus,P03088,4MJ0,,NeuAc(a2-8)NeuAc(a2-3)Gal(b1-4)Glc,G81928IQ,"Gal:1,Glc:1,Neu:2,NeuAc:2",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4MJ0"", ""resolution"": ""1.7""}"
2561,Major capsid protein VP1 (Major structural protein VP1),Virus lectins,BK polyomavirus,P03088,4MJ1,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4MJ1"", ""resolution"": ""2.0""}"
2562,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Animal lectins,Homo sapiens,Q9UJ71,4N32,,GlcNAc,G64581RP,"Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4N32"", ""resolution"": ""1.75""}"
2563,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Animal lectins,Homo sapiens,Q9UJ71,4N33,,GlcNAc(b1-3)Gal(b1-4)Glc,G87727XV,"Gal:1,Glc:2,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4N33"", ""resolution"": ""1.85""}"
2564,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Animal lectins,Homo sapiens,Q9UJ71,4N34,,GlcNAc,G64581RP,"Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4N34"", ""resolution"": ""1.75""}"
2565,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Animal lectins,Homo sapiens,Q9UJ71,4N35,,GlcNAc(b1-3)Gal(b1-4)Glc,G87727XV,"Gal:1,Glc:2,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4N35"", ""resolution"": ""1.85""}"
2566,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Animal lectins,Homo sapiens,Q9UJ71,4N36,,GlcNAc,G64581RP,"Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4N36"", ""resolution"": ""1.85""}"
2567,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Animal lectins,Homo sapiens,Q9UJ71,4N37,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4N37"", ""resolution"": ""2.0""}"
2568,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Animal lectins,Homo sapiens,Q9UJ71,4N38,,GlcNAc(b1-3)Gal(b1-4)Glc,G87727XV,"Gal:1,Glc:2,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4N38"", ""resolution"": ""2.0""}"
2569,Major capsid protein,Virus lectins,Hu/GI.7/TCH-060/USA/2003,G8FL04,4P12,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4P12"", ""resolution"": ""1.6""}"
2570,Major capsid protein,Virus lectins,Hu/GI.7/TCH-060/USA/2003,G8FL04,4P1V,,Fuc(a1-2)Gal(b1-4)GlcNAc,G39064VB,"Fuc:1,Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4P1V"", ""resolution"": ""1.55""}"
2571,Major capsid protein,Virus lectins,Hu/GI.7/TCH-060/USA/2003,G8FL04,4P25,,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc,G49963IQ,"Fuc:2,Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4P25"", ""resolution"": ""1.5""}"
2572,Major capsid protein,Virus lectins,Hu/GI.7/TCH-060/USA/2003,G8FL04,4P26,,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc,G17108EX,"Fuc:1,Gal:2,GalNAc:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4P26"", ""resolution"": ""1.9""}"
2573,Major capsid protein,Virus lectins,Hu/GI.7/TCH-060/USA/2003,G8FL04,4P2N,,Gal(b1-4)[Fuc(a1-3)]GlcNAc,G01187XC,"Fuc:1,Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4P2N"", ""resolution"": ""1.7""}"
2574,Major capsid protein,Virus lectins,Hu/GI.7/TCH-060/USA/2003,G8FL04,4P3I,,Gal(b1-3)[Fuc(a1-4)]GlcNAc,G00047MO,"Fuc:1,Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4P3I"", ""resolution"": ""1.69""}"
2575,Capsid protein VP1,Virus lectins,Human polyomavirus 9 ,E9NQ90,4POQ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4POQ"", ""resolution"": ""2.0""}"
2576,Capsid protein VP1,Virus lectins,Human polyomavirus 9 ,E9NQ90,4POR,,NeuAc(a2-3)Gal(b1-4)Glc,G56516VH,"Gal:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4POR"", ""resolution"": ""2.09""}"
2577,Capsid protein VP1,Virus lectins,Human polyomavirus 9 ,E9NQ90,4POS,,NeuAc(a2-3)Gal(b1-4)GlcNAc,G10203DW,"Gal:1,Glc:1,GlcNAc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4POS"", ""resolution"": ""2.0""}"
2578,Capsid protein VP1,Virus lectins,Human polyomavirus 9 ,E9NQ90,4POT,,NeuGc(a2-3)Gal(b1-4)GlcNAc,G48236KP,"Gal:1,Glc:1,GlcNAc:1,Neu:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4POT"", ""resolution"": ""2.1""}"
2593,Agglutinin beta-4 chain (Jacalin beta-4 chain) (Fragment),Plant lectins,Artocarpus integer,P18670,4AKC,,Gal(b1-3)GalNAc,G78436BB,"Gal:2,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4AKC"", ""resolution"": ""2.3""}"
2662,Agglutinin beta-4 chain (Jacalin beta-4 chain) (Fragment),Plant lectins,Artocarpus integer,P18670,4AK4,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4AK4"", ""resolution"": ""1.65""}"
2663,Agglutinin beta-4 chain (Jacalin beta-4 chain) (Fragment),Plant lectins,Artocarpus integer,P18670,4AKB,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4AKB"", ""resolution"": ""1.95""}"
2664,Mannose-specific lectin KM+,Plant lectins,Artocarpus integer,Q7M1T4,4AKD,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4AKD"", ""resolution"": ""2.1""}"
2666,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),Animal lectins,Homo sapiens,P17931,4LBJ,,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,G45827GY,"Gal:2,Glc:2,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4LBJ"", ""resolution"": ""1.8""}"
2667,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),Animal lectins,Homo sapiens,P17931,4LBK,,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,G48059CD,"Gal:2,Glc:2,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4LBK"", ""resolution"": ""1.6""}"
2668,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),Animal lectins,Homo sapiens,P17931,4LBL,,NeuAc(a2-3)Gal(b1-4)Glc,G56516VH,"Gal:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4LBL"", ""resolution"": ""1.58""}"
2669,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),Animal lectins,Homo sapiens,P17931,4LBM,,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,G45827GY,"Gal:2,Glc:2,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4LBM"", ""resolution"": ""1.55""}"
2670,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),Animal lectins,Homo sapiens,P17931,4LBN,,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,G48059CD,"Gal:2,Glc:2,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4LBN"", ""resolution"": ""1.7""}"
2671,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),Animal lectins,Homo sapiens,P17931,4LBO,,NeuAc(a2-3)Gal(b1-4)Glc,G56516VH,"Gal:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4LBO"", ""resolution"": ""1.65""}"
2673,CFA/I fimbrial subunit E (Colonization factor antigen I subunit E),Bacterial lectins,Escherichia coli,P25734,2HB0,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2HB0"", ""resolution"": ""2.3""}"
2674,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,3ZL1,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3ZL1"", ""resolution"": ""1.55""}"
2675,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,3ZL2,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3ZL2"", ""resolution"": ""1.25""}"
2677,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,4LOV,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4LOV"", ""resolution"": ""1.5""}"
2679,FimH (Fragment),Bacterial lectins,Escherichia coli,A2IC68,3ZPD,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3ZPD"", ""resolution"": ""0.0""}"
2680,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,4ATT,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4ATT"", ""resolution"": ""1.25""}"
2681,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,4AUJ,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4AUJ"", ""resolution"": ""1.53""}"
2682,FimH (Fragment),Bacterial lectins,Escherichia coli,A2IC68,4BUQ,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4BUQ"", ""resolution"": ""2.2""}"
2683,Putative fucose-binding lectin protein,Bacterial lectins,Ralstonia solanacearum,D8NA05,4I6S,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I6S"", ""resolution"": ""1.54""}"
2684,PA-I galactophilic lectin (PA-IL) (Galactose-binding lectin),Bacterial lectins,Pseudomonas aeruginosa,Q05097,4AL9,,Gal(a1-6)Glc,G09165XB,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4AL9"", ""resolution"": ""1.75""}"
2687,Ricin B-like lectin,Fungal and yeast lectins,Macrolepiota procera,F6KMV5,4ION,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4ION"", ""resolution"": ""1.6""}"
2688,Ricin B-like lectin,Fungal and yeast lectins,Macrolepiota procera,F6KMV5,4IYB,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4IYB"", ""resolution"": ""1.59""}"
2689,Ricin B-like lectin,Fungal and yeast lectins,Macrolepiota procera,F6KMV5,4IZX,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4IZX"", ""resolution"": ""1.1""}"
2691,PA-I galactophilic lectin (PA-IL) (Galactose-binding lectin),Bacterial lectins,Pseudomonas aeruginosa,Q05097,4CPB,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4CPB"", ""resolution"": ""1.57""}"
2692,PA-I galactophilic lectin (PA-IL) (Galactose-binding lectin),Bacterial lectins,Pseudomonas aeruginosa,Q05097,4CP9,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4CP9"", ""resolution"": ""1.65""}"
2693,Fucose-binding lectin protein,Bacterial lectins,Ralstonia solanacearum,Q8XXK6,4CSD,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4CSD"", ""resolution"": ""1.35""}"
2694,Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein),Animal lectins,Homo sapiens,P47929,4UW3,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4UW3"", ""resolution"": ""1.48""}"
2695,Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein),Animal lectins,Homo sapiens,P47929,4UW4,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4UW4"", ""resolution"": ""1.77""}"
2696,Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein),Animal lectins,Homo sapiens,P47929,4UW5,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4UW5"", ""resolution"": ""2.04""}"
2697,Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein),Animal lectins,Homo sapiens,P47929,4UW6,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4UW6"", ""resolution"": ""1.79""}"
2698,Beta-galactoside-binding lectin (14 kDa lectin) (C-14) (Galectin CG-1B),Animal lectins,Gallus gallus,P07583,3DUI,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3DUI"", ""resolution"": ""2.1""}"
2702,Extracellular protein 6,Fungal and yeast lectins,Cladosporium fulvum,B3VBK9,4B9H,,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,G98511QW,"Glc:4,GlcNAc:4",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4B9H"", ""resolution"": ""2.1""}"
2703,Extracellular protein 6,Fungal and yeast lectins,Cladosporium fulvum,B3VBK9,4B8V,,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,G98511QW,"Glc:4,GlcNAc:4",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4B8V"", ""resolution"": ""1.59""}"
2707,Zymogen granule membrane protein 16 (Zymogen granule protein 16) (hZG16) (Secretory lectin ZG16),Animal lectins,Homo sapiens,O60844,3VY7,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3VY7"", ""resolution"": ""2.14""}"
2708,Zymogen granule membrane protein 16 (Zymogen granule protein 16) (hZG16) (Secretory lectin ZG16),Animal lectins,Homo sapiens,O60844,3VZG,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3VZG"", ""resolution"": ""2.7""}"
2709,Zymogen granule membrane protein 16 (Zymogen granule protein 16) (hZG16) (Secretory lectin ZG16),Animal lectins,Homo sapiens,O60844,3VZF,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3VZF"", ""resolution"": ""2.8""}"
2710,Zymogen granule membrane protein 16 (Zymogen granule protein 16) (hZG16) (Secretory lectin ZG16),Animal lectins,Homo sapiens,O60844,3VZE,,Man(a1-3)Man,G07490EK,Man:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3VZE"", ""resolution"": ""1.9""}"
2711,Zymogen granule membrane protein 16 (Zymogen granule protein 16) (hZG16) (Secretory lectin ZG16),Animal lectins,Homo sapiens,O60844,3VY6,,Glc(b1-3)Glc,G52148JS,Glc:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3VY6"", ""resolution"": ""2.0""}"
2712,Cyanovirin-N (CV-N),Bacterial lectins,Nostoc ellipsosporum,P81180,4J4C,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4J4C"", ""resolution"": ""1.9""}"
2713,Cyanovirin-N (CV-N),Bacterial lectins,Nostoc ellipsosporum,P81180,4J4D,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4J4D"", ""resolution"": ""2.0""}"
2714,Cyanovirin-N (CV-N),Bacterial lectins,Nostoc ellipsosporum,P81180,4J4E,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4J4E"", ""resolution"": ""2.4""}"
2715,Cyanovirin-N (CV-N),Bacterial lectins,Nostoc ellipsosporum,P81180,4J4F,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4J4F"", ""resolution"": ""1.9""}"
2716,Cyanovirin-N (CV-N),Bacterial lectins,Nostoc ellipsosporum,P81180,4J4G,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4J4G"", ""resolution"": ""1.92""}"
2724,K88 fimbrial protein AB (K88 antigen) (K88 pilin),Bacterial lectins,Escherichia coli,P02970,4WE2,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4WE2"", ""resolution"": ""1.5""}"
2725,K88 fimbrial protein AD (K88 antigen) (K88 pilin),Bacterial lectins,Escherichia coli,P14191,4WEI,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4WEI"", ""resolution"": ""2.3""}"
2727,Heparin-binding protein WGA16,Animal lectins,Sus scrofa,A0A0A8IK66,3WOC,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3WOC"", ""resolution"": ""2.4""}"
2728,Heparin-binding protein WGA16,Animal lectins,Sus scrofa,A0A0A8IK66,3WOB,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3WOB"", ""resolution"": ""2.6""}"
2729,Major capsid protein VP1 (Major structural protein VP1),Virus lectins,Strain Mad-1,P03089,4JCD,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4JCD"", ""resolution"": ""2.0""}"
2730,Major capsid protein VP1 (Major structural protein VP1),Virus lectins,Strain Mad-1,P03089,4JCE,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4JCE"", ""resolution"": ""1.9""}"
2731,Major capsid protein VP1 (Major structural protein VP1),Virus lectins,Strain Mad-1,P03089,4JCF,,NeuAc(a2-6)Gal(b1-4)GlcNAc,G09376MR,"Gal:1,Glc:1,GlcNAc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4JCF"", ""resolution"": ""2.2""}"
2737,Putative phage structural protein,Virus lectins,Lactococcus phage 1358,D3W0F1,4L92,,GlcNAc,G64581RP,"Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4L92"", ""resolution"": ""2.1""}"
2739,Shiga-like toxin 1 subunit B (SLT-1 B subunit) (SLT-1b) (SLT-Ib) (Verocytotoxin 1 subunit B) (Verotoxin 1 subunit B),Bacterial lectins,Escherichia coli,P69179,1BOS,,Gal(a1-4)Gal(b1-4)Glc,G06000DZ,"Gal:2,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""1BOS"", ""resolution"": ""2.8""}"
2821,Fucose-specific lectin (Aspergillus fumigatus lectin) (AFL),Fungal and yeast lectins,Aspergillus fumigatus,Q4WW81,4AGT,,Fuc(a1-6)GlcNAc,G46208LD,"Fuc:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4AGT"", ""resolution"": ""2.0""}"
2851,BEL-beta trefoil,Fungal and yeast lectins,Boletus edulis,R4GRU5,4I4O,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I4O"", ""resolution"": ""1.12""}"
2852,BEL-beta trefoil,Fungal and yeast lectins,Boletus edulis,R4GRU5,4I4P,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I4P"", ""resolution"": ""1.28""}"
2853,BEL-beta trefoil,Fungal and yeast lectins,Boletus edulis,R4GRU4,4I4Q,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I4Q"", ""resolution"": ""1.51""}"
2856,BEL-beta trefoil,Fungal and yeast lectins,Boletus edulis,R4GRU5,4I4U,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I4U"", ""resolution"": ""1.57""}"
2857,BEL beta-trefoil,Fungal and yeast lectins,Boletus edulis,R4GRU6,4I4S,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I4S"", ""resolution"": ""1.4""}"
2858,BEL-beta trefoil,Fungal and yeast lectins,Boletus edulis,R4GRU5,4I4R,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I4R"", ""resolution"": ""1.77""}"
2859,BEL-beta trefoil,Fungal and yeast lectins,Boletus edulis,R4GRU5,4I4V,,GalNAc,G27025MB,"Gal:1,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I4V"", ""resolution"": ""1.5""}"
2860,BEL beta-trefoil,Fungal and yeast lectins,Boletus edulis,R4GRU9,4I4X,,Gal(b1-3)GalNAc,G78436BB,"Gal:2,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I4X"", ""resolution"": ""1.72""}"
2861,BEL-beta trefoil,Fungal and yeast lectins,Boletus edulis,R4GRU5,4I4Y,,Gal(b1-3)GalNAc,G78436BB,"Gal:2,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4I4Y"", ""resolution"": ""1.9""}"
2872,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,4CSS,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4CSS"", ""resolution"": ""1.07""}"
2873,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,4CST,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4CST"", ""resolution"": ""1.1""}"
2874,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,4X5P,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4X5P"", ""resolution"": ""1.0""}"
2875,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,4X5Q,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4X5Q"", ""resolution"": ""1.12""}"
2876,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,4X5R,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4X5R"", ""resolution"": ""1.65""}"
2877,Type 1 fimbrin D-mannose specific adhesin (Protein FimH),Bacterial lectins,Escherichia coli,P08191,4X50,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4X50"", ""resolution"": ""2.0""}"
2883,Fucose-specific lectin (Aspergillus fumigatus lectin) (AFL),Fungal and yeast lectins,Aspergillus fumigatus,Q4WW81,4AHA,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4AHA"", ""resolution"": ""2.2""}"
2884,Fucose-specific lectin (Aspergillus fumigatus lectin) (AFL),Fungal and yeast lectins,Aspergillus fumigatus,Q4WW81,4AH4,,GalNAc(a1-3)[Fuc(a1-2)]Gal,G55958KV,"Fuc:1,Gal:2,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4AH4"", ""resolution"": ""1.75""}"
2885,Fucose-specific lectin (Aspergillus fumigatus lectin) (AFL),Fungal and yeast lectins,Aspergillus fumigatus,Q4WW81,4C1Y,,Fuc,G82576YO,Fuc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""4C1Y"", ""resolution"": ""2.23""}"
